75 50
100 29
99 72
105 5
106 96
119 15
119 82
129 29
129 69
133 50
44 5
42 39
42 63
43 97
38 22
39 80
51 50
52 11
51 37
51 63
50 89
55 23
46 23
55 77
45 76
68 39
69 62
79 35
79 67
85 50
97 50
108 50
96 40
96 60
107 39
106 62
4 5
4 50
4 96
